2023-12-28 05:16:05 PM	 6176293d-5224-4742-a9e3-e360d8f72eec	 /api/	GET	undefined
2023-12-28 05:30:27 PM	 a9db5d83-3454-4322-b1f5-a553b00aa8f5	 /api/	GET	undefined
2023-12-28 06:02:54 PM	 53c2132b-3d81-4ee1-b18c-7c8a3345569c	 /api/	GET	undefined
2023-12-28 06:22:05 PM	 7980e63c-6a69-466b-9f8d-03c7bdb15d3c	 /api/v1/all-products	GET	undefined
2023-12-30 02:07:26 PM	 9d2ca083-d007-4765-b0c6-5d831523dd19	 /api/v1/all-products	GET	undefined
2024-01-06 12:42:00 PM	 82ae6f0c-5163-43ff-9d6a-5dd33ff997a3	 /api/v1/	GET	undefined
2024-01-06 12:42:47 PM	 936921db-ad7c-4fbf-9cd4-24945699bb6a	 /api/v1/all-products	GET	undefined
2024-01-06 12:43:51 PM	 a6cb1ed6-648f-4cb0-b565-e4fbf2e9a832	 /api/v1/all-products	GET	undefined
2024-01-06 01:17:24 PM	 d78a80c2-22f5-4c35-9d2a-418aa1efcda4	 /api/v1/all-products	GET	undefined
2024-01-06 01:20:14 PM	 9cce39cc-1414-4aa6-be42-42e44b801e3f	 /api/v1/signup	OPTIONS	http://localhost:5173
2024-01-06 01:20:14 PM	 3215b95f-948d-418c-b1b4-838d5c6e47da	 /api/v1/signup	POST	http://localhost:5173
2024-01-06 01:20:46 PM	 b579cd3f-844c-4666-afff-5c0acc8c017c	 /api/v1/verify-email-token	GET	http://localhost:5173
2024-01-06 01:20:56 PM	 def9589d-b189-4c74-a7c4-ecbd7a30c7e4	 /api/v1/verify	OPTIONS	http://localhost:5173
2024-01-06 01:20:57 PM	 f86051ca-d0fa-4cb3-bfb4-e6d6f2e7fdae	 /api/v1/verify	POST	http://localhost:5173
2024-01-06 01:21:19 PM	 6aedc4b7-1c11-4067-812f-77a661e43cf1	 /api/v1/verify-email-token	GET	http://localhost:5173
2024-01-06 01:21:27 PM	 93adb6ba-1b39-444c-9c26-a42f903c6493	 /api/v1/verify	OPTIONS	http://localhost:5173
2024-01-06 01:21:27 PM	 26d38645-d36b-4231-b93e-8653c20b0399	 /api/v1/verify	POST	http://localhost:5173
2024-01-06 02:11:54 PM	 ae1a74f3-9fe4-4485-8717-ea2c3dda351e	 /api/v1/all-products	GET	undefined
2024-01-06 03:40:34 PM	 da1b2082-2e05-4e56-9eaf-e8e56efceab4	 /api/v1/verify-reset-token	GET	http://localhost:5173
2024-01-07 06:52:43 AM	 8b6dd7dc-6cec-45fd-b990-ec8e9e2c220e	 /api/v1/verify-email-token	GET	http://localhost:5173
2024-01-07 06:52:56 AM	 86c7e053-fc28-4a16-a708-2197a75966bb	 /api/v1/verify-email-token	GET	http://localhost:5173
2024-01-07 06:53:06 AM	 52462a8a-c746-4426-b7d7-abcb12fe0d7c	 /api/v1/verify-email-token	GET	http://localhost:5173
2024-01-07 06:53:18 AM	 39c9ab6d-3c39-4b8a-a6a3-8aebf037a09b	 /api/v1/verify-email-token	GET	http://localhost:5173
2024-01-07 08:45:22 AM	 7d717545-850a-4624-aa86-4acf3d4bb690	 /api/v1/forgot	OPTIONS	http://localhost:5173
